label,sentence
COUNSEL,nc chatterjee panchanan ghosh chandra narayan naik respondent 1950
JUDGE,judgment court deliv ered patanjali sastri j
RLC,high court opinion proper construction term compromise fall clause d
RLC,mano har lall j delivered leading judgment observed tripartite agreement embodied decree court exempt registration
ARG,matter stood learned advocate appellant seriously contested position vehemently argued agreement pay amount royalty commission previously agreed altered amount royalty commission document fall within mischief section 17 1 d 1 pc 839
NAME,sarju pershad v raja jwaleshwari pratap narain singh others 14 november 1950
CITATION,equivalent citation 1951 all india reporter 120 1950 supreme court reporter 781
COUNSEL,100 782 1100 setalvad attorney general india sri narain ley appellant
COUNSEL,public law banerjee hj urnrigal respondent
RLC,trial judge favour defendant last point mentioned negatived plea
RLC,decision defendant took appeal high court allahabad heard division bench consisting verma york jj
RLC,learned judge reversed judgment trial judge dismissed plaintiff s suit ground videlicet bond attested manner required law consequently rank mortgage bond suit instituted beyond 6 year date bond money decree claimed plaintiff
RLC,trial judge decide two version correct ac cepted story plaintiff rejected defendant
RLC,learned judge high court dealing appeal observe beginning discussion fact appellate court slow differ conclusion arrived trial judge seen heard witness opinion rule apply present trial judge base conclusion impres sion created mind witness deposed
RLC,trial judge relied upon demeanour witness index credibility upon inherent improbability circumstance deposed defendant s witness
RLC,observed high court trial judge found defendant s story improbable considered whether improbable feature plaintiff s whether evidence plaintiff servant buddhu lal merited credence
RLC,learned judge high court proceed examine discus great length different reason put forward trial judge support finding defendant s unreliable
RLC,reason inconclusive unsound high court found plaintiff s story 788 narrated servant improbable worthy belief
RLC,opinion high court s approach proper finding unsupportable material record
RLC,controversy related a pure fact determined weighing appraising conflicting oral testimony adduced party
RLC,cannot denied estimating value oral testimony trial judge see hears witness advantage appellate court posse
RLC,high court wrong thinking detract value attached trial judge s finding fact judge expressly base conclusion upon impression gather demeanour witness 1
RLC,high court mofussil district united province patwari person generally em ployed drafting scribing deed
NAME,sri ranga nilayam rama krishna rao v kandokori chellayamma alias mangamma another 17 october 1950
CITATION,equivalent citation 1953 all india reporter 425 1950 supreme court reporter 806
COUNSEL,p somasundaram vv choudhry appellant
COUNSEL,5 rangachari k mangachari respond ents 1950
JUDGE,court delivered judgment follows
RLC,appeal heard together two learned judge madras high court took view judgment debtor application madras act maintainable notwith standing fact sale confirmed full satisfaction decree recorded remitted trial court finding following question namely 1 whether applicant agriculturist 2 result applying madras act fourth 1938 decretal debt far regard judgment debtor appeal dismissing application 21 rule 90 learned judge inclined agree trial court sale stand declined pas final order appeal ground seriously prejudice judgment debtor connected application relief section 19 madras act fourth 1938
RLC,subordinate judge answered question referred high court remand follows 1 judgment debtor agriculturist entitled benefit madras act 2 agriculturist liable pay anything decree view act debt stood discharged date sale
RLC,however matter came learned judge high court reversed first finding trial court judgmentdebtors agriculturist within meaning 810 act debt stood discharged view section 8 2 act
RLC,time sale liable set aside view dismissed appeal allowed
RLC,trial court dismissed latter petition ground maintainable judgment debtor filed appeal
RLC,appeal well review petition judgment debtor heard together learned judge directed decree holder s counsel elect whether client deposit purchase money court sale set aside
RLC,decree holder applied short adjournment ultimately 15th november 1946 counsel stated client wished retain property purchased pay purchase money court
RLC,thereupon directed pay sum r 21 000 together interest within month date
RLC,subsequently appellant decree holder obtained leave appeal high court preferred 811 appeal u
RLC,stated along application leave appeal appellant filed application excusing delay filing former application accounted mainly refer ring proceeding review judgment previous appeal high court
RLC,application granted delay condoned
RLC,already stated main point arising appeal relates effect madras act upon litigation
RLC,act passed came effect 1938 execution proceeding still continu ing
STATUTE,section act material purpose appeal section 3 8 19
STATUTE,section 3 defines agriculturist proviso stating certain case person deemed agricul turist
STATUTE,material section 8 19 run follows 8
STATUTE,debt incurred 1st october 1932 scaled manner mentioned hereunder namely 1 interest outstanding 1st october 1937 favour creditor agriculturist whether payable law custom contract decree court whether debt obligation ripened decree deemed dis charged principal portion thereof outstanding deemed amount repay able agriculturist date
STATUTE,2 agriculturist paid creditor twice amount principal whether way princi pal interest debt including principal deemed wholly discharged
STATUTE,3 sum repaid way principal inter est fall short twice amount principal amount make shortage principal amount portion principal amount outstanding whichever smaller repayable
STATUTE,4 subject section 22 25 nothing contained sub section 1 2 8 deemed require creditor refund sum paid increase liability debtor pay sum excess amount payable act passed
STATUTE,proviso section 3 madras act
NAME,commissioner income west bengal v calcutta agency limited 21 december 1950
CITATION,equivalent citation 1951 all india reporter 108 1950 supreme court reporter 1008
COUNSEL,1100 setalvad attorney general india gn joshi appellant
COUNSEL,section mitra b banerjee respondent
JUDGE,judgment court deliv ered kania cj
STATUTE,assessee company claimed income appellate tribunal deduction permitted section 10 2 15 indian income act
STATUTE,relevant part section run follows 10
STATUTE,1 payable assessee head profit gain business profession vocation respect profit gain busi ness profession vocation carried 2 profit gain computed making following allowance namely 15 expenditure nature capital expenditure personal expense assessee laid expended wholly exclusively purpose business profession vocation
STATUTE,statement submitted tribunal reciting fact incorporation company term compromise mentioned argu ments urged behalf assessee company recapitulated
RLC,tribunal rejected argument
RLC,reference high court reject ed presented u
ARG,next argument respondent respect r 22 500 entitled exemption section 10 2 15 income act ground payment expenditure nature capital expend iture personal expense applicant company expenditure laid wholly exclusively purpose business
RLC,contention rejected tribunal
RLC,statement prepared incometax tribunal submitted high court opinion perused party suggestion make respect
RLC,statement thus settled knowledge approval party
RLC,matter came high court mister mitra argued present respondent shown judgment high court urged follows applicant company agreed pay amount mentioned 1014 aforesaid agreement basanti cotton mill limited sued company realisation amount due hundis seems defence action
NAME,seth premchand satramdas v state bihar 30 november 1950
CITATION,equivalent citation 1951 all india reporter 14 1950 supreme court reporter 799
COUNSEL,hp sinha sc sinha appellant
COUNSEL,sk mitra section 50 chibber respondent
JUDGE,judgment court deliv ered fazl j
STATUTE,bihar sale act passed 1944 section 4 act provides every dealer whose gross turn year immediately preceding commencement act exceeded r 5 000 liable pay act sale effected date notified
STATUTE,section 7 act provides dealer liable section 4 pay act carry business dealer unless registered act posse registration certificate
STATUTE,section 10 5 notice purported issued run thus upon information come posse sion commissioner satisfied dealer liable pay act respect period nevertheless wilfully failed apply registra tion commissioner alter giving dealer reasonable opportunity heard ass best judgment amount due dealer respect 801 period subsequent period commissioner direct dealer pay way penalty addition amount assessed a sum exceeding half time amount
STATUTE,section 21 act provides board revenue refuse make reference high court applicant apply high court refusal high court satisfied refusal justified require board revenue state refer high court
STATUTE,section provides high court upon hearing decide law raised thereby deliver judgment thereon containing ground decision founded send board revenue copy judg ment seal court board dispose accordingly
STATUTE,accordance section appellant application high court praying board revenue called upon state refer 802 high court
RLC,dealing application high court pointed member board asked review predecessor s state gave following direction ease go back board revenue stated proper rejecting application passed board reheard matter rejected application appellant refused state refer high court
RLC,appellant thereafter application high court requiring board revenue state application summarily rejected
RLC,applied high court leave appeal federal court high court granted following decision full bench lahore high court feroze shah kaka khd v income commissioner punjab nwfp lahore high court pointed granting leave appeal taken privy council lahore objection raised competency appeal privy council dismissing appeal merit following observation objection serious
RLC,present appeal full court justified
RLC,board fully argued lordship accordingly refrain expressing opinion whatever upon 2
RLC,high court granting leave appellant seems influenced mainly fact view lahore high court privy council wrong
STATUTE,high court required section 21 bihar sale act decide law raised send copy judgment board revenue
NAME,ram gopal v nand lal others 14 november 1950
CITATION,equivalent citation 1951 all india reporter 139 1950 supreme court reporter 766
COUNSEL,public law banerjee b banerjee appel lant
COUNSEL,768 sp sinha nc sen respondent
RLC,trial judge decided point favour contesting defendant dismissed plain tiff s suit
RLC,appeal high court judgment civil judge set aside plaintiff s suit decreed
ARG,first point raised mister banerjee turn upon construction placed upon document executed babu ram behalf well behalf nand lal infant property dispute trans ferred mst
STATUTE,general principle law recognised embodied section 8 transfer property act unless shown hindu law gift female mean limited gift carry restriction disability similar exist a widow s estate justification departing principle
RLC,high court reaching decision adverse appellant laid great stress fact grant expressed maintenance residence mst
NAME,ramjilal v income officer mohindargarh 12 january 1951
CITATION,equivalent citation 1951 all india reporter 97 1951 supreme court reporter 127
COUNSEL,dr tek chand hardayal hardy jindra lal petitioner
COUNSEL,1100 setalvad attorney
COUNSEL,general india section sikri respondent
STATUTE,article third 6 covenant ruler patiala became first president raj pramukh council ruler hold office lifetime
STATUTE,article sixth covenant follows 1 ruler covenanting state soon practicable event later 20th august 1948 make administration state raj pramukh thereupon a right authority jurisdiction belonging ruler appertain incidental govern ment covenanting state vest 130 union thereafter exercisable pro vided covenant constitution framed thereunder b duty obligation ruler pertaining incidental government covenanting state devolve union discharged c asset liability covenanting state asset liability union d military force covenanting state become military force union
STATUTE,article 10 provides formation constituent assembly frame constitution unitary type union within framework covenant constitu tion india
STATUTE,proviso clause 2 article run follows provided constitution framed con stituent assembly come operation receiving assent raj pramukh raj pramukh power make promulgate ordinance peace good government union part thereof ordi nance space six month promulgation like force law act passed constituent assembly ordinance controlled superseded act
STATUTE,section 6 provides adaptation law etc
STATUTE,enforced section 3 amongst thing reference law etc
STATUTE,section 3 1 run follows 3
STATUTE,1 appointed day law rule regulation bye law notification thereunder force law patiala state day apply mutatis mutandis territory union law force covenanting state immediately day cease effect provided suit appeal revision applica tions review execution proceeding whether civil criminal revenue pending court authority covenanting state notwithstanding anything contained ordinance disposed accordance law governing proceeding force covenanting state immedi ately appointed day
STATUTE,section 2 a appointed day defined meaning 5th day bhadon 2005 corresponding august 20 1948
STATUTE,section providing adaptation similar section 6 ordinance 1 2005
STATUTE,section 5 ordinance introduced several amend ments patiala income act 2001
STATUTE,recast 133 section 3 34 act introduced new section section 23b section 6 ordinance run thus 6
STATUTE,article 31 1 run follows 1 number person deprived property save authority law
STATUTE,noticed clause 1 reproduces subsection 1 section 299 government india act 1935 without word british india
STATUTE,reference next article 265 part twelfth chapter i dealing finance article provides levied collected except authority law
STATUTE,similar provision corresponding chapter government india act 1935
STATUTE,collection tax amount deprivation property within meaning article 31 1 point making sepa rate provision article 265
STATUTE,follows clause 1 article 31 regarded concerned deprivation property otherwise imposition collection otherwise article 265 becomes wholly redundant
STATUTE,article 265 137 chapter 3 constitution protection fundamental right enforced application court article 32
STATUTE,purpose say right secured article 265 enforced
NAME,tarapada de others v state west bengal 25 january 1951
CITATION,equivalent citation 1951 all india reporter 174 1951 supreme court reporter 212
COUNSEL,ac gupta sudhansu sekhar mukherjee arun kumar dutta sn mukherjee appellant
COUNSEL,1100 setalvad attorney general b sen respondent
JUDGE,judgment kania cj fazl ali mukherjea chandrasekhara aiyar jj delivered kania cj patanjali sastri da jj
RLC,high court first contended behalf appellant communication ground dated 14th march compliance article 22 5 constitution india ground commu nicated soon
RLC,high court rejected contention
RLC,validity act challenged high court judgment expected delivered towards end february 1950
RLC,unable treat new ground agree high court conclusion fresh new ground
RLC,present high court considered infringement procedural law see reason come different conclusion
ARG,next argued ground vague considered ground sufficient satisfy authority
RLC,high court considered appellant respect communication dated 14th march 1950 sent
NAME,ramnandan prasad narayan singh v mahanth kapildeo ram jee 12 january 1951
CITATION,equivalent citation 1951 all india reporter 155 1951 supreme court reporter 138
COUNSEL,shambhu barmeswar prasad ramanugrah prasad appellant
COUNSEL,hj umrigar respondent
JUDGE,judgment court delivered chandrasekhara aiyar j
RLC,subordinate judge plea judgment debtor entertained miscellaneous relating execution done notify mortgage encumbrance without deciding anything correctness amount claimed due conclusion partly based fact section 16 act declared high court void
RLC,ap peal taken high court dismissed
STATUTE,judgment debtor thereupon preferred appeal feder al court contending section 7 13 new act corresponding section 7 11 old act applicable duty court estimate value property making necessary calcu lations section 7 reference lien
RLC,subordinate judge amount loan taken amount mentioned mortgage deed 1931 amount advanced 1893 sum r 70 840 still due bond
RLC,determined market value several property given security adopting 16 time net income basis
RLC,appeal high court numbered 108 111 1943 heard manohar lall imam jj
RLC,modified lower court certain spects
STATUTE,correct interpretation section 7 party
STATUTE,say appellant entitled take advantage section 7 entirely different contention inter pretation sought put section 7 right
RLC,patna high court consistently placing upon section interpretation opposed contention appellant proceeding
RLC,appeal dismissed
RLC,high court reaching decision adverse appellant laid great stress fact grant expressed maintenance residence mst
NAME,brij bhushan another v state delhi 1950 supreme court reporter 605
CITATION,29 1950
COUNSEL,nc chatterjee b banerji petition er
COUNSEL,26
JUDGE,delivered patanjali sastri j fazl ali j delivered separate dissenting judgment 607 patanjali sastri j
ARG,point argued u relates consti tutional validity section 7 1 c impugned act appears preamble passed provide special measure ensure public safety 608 maintenance public
STATUTE,section 7 1 c aforesaid purport read far material follows provincial government authority authorised behalf satisfied action neces sary purpose preventing combating activity prejudicial public safety maintenance public writing addressed print er publisher editor require matter relating particular subject class subject publication submitted scrutiny
ARG,petitioner claim provision infringes fundamental right freedom speech expression conferred upon article 19 1 a constitu tion inasmuch authorises imposition restric tion publication journal justi fied clause 2 article
ARG,little doubt imposition precensorship journal restriction liberty press essential part right freedom speech expression declared article 19 1
ARG,pointed blackstone commentary liberty press consists laying previous restraint upon publication freedom censure criminal matter published
ARG,every freeman undoubted right lay sentiment plea public forbid destroy freedom press 1
ARG,contended behalf petitioner notwithstanding recital complained liable quashed amount infringement right freedom speech expression guaranteed article 19 1 a constitution
STATUTE,article 19 1 a 2 read together run follows 19 1 citizen right a freedom speech expression 2 nothing sub clause a clause 1 affect operation existing law far relates prevent state making law relating libel slander defamation contempt court matter offends decency morality undermines security tends overthrow state
STATUTE,east punjab public safety act 1949 sec tion 7 part passed provincial legislature exercise power conferred upon section 100 government india act 1935 611 read entry 1 list second seventh schedule act includes among matter public
STATUTE,disputed government india act 1935 impugned act passed responsibility province deal internal disorder whatever magnitude preserve public tranquillity within province
ARG,line argument advanced behalf petitioner since act passed exercise power granted expression public used government india act general term wide import since purport provide maintenance public intended liable used case breach public small insignificant breach grave serious nature
ARG,argued public safety maintenance public used act disjunctively separated word cannot rule possibility act providing ordinary well serious case disturbance public tranquillity
STATUTE,needle add word state defined article 12 constitution include government parlia ment india government legislature state local authority within territory india control government india
NAME,keshavan madhava menon v state bombay 22 january 1951
CITATION,equivalent citation 1951 all india reporter 128 1951 supreme court reporter 228
COUNSEL,asr chari appellant
COUNSEL,1100 setalvad attorney general india gn joshi respondent
JUDGE,judgment kania cj patanjali sastri j da j chandrasekhara aiyar j delivered da j mahajan j fazl ali j delivered separate judgment
RLC,high court took view word void used article 13 1 sense repealed consequently attracted section 6 general clause act act article 367 applicable interpretation constitution
RLC,high court reached conclusion proceeding indian press emergency power act 1931 pending date commence ment constitution affected even act inconsistent fundamental right conferred article 19 1 a became void article 13 1 constitution january 26 1950
RLC,high court accordingly answered second af firmative dismissed petitioner s application
ARG,learned counsel appearing support appeal urged indian press emergency power act 1931 many repressive law enacted alien government view stifle liberty indian subject particularly indian press advent independence people india began breathe freely constitution gave unto took care guarantee fundamental right free citizen democratic republic article 13 1 constitution brushed aside vestige subordination tyranny alien ruler imposed upon declared 232 law inconsistent fundamental right void never passed never existed
ARG,spirit constitution argued learned counsel free citizen india still continue persecuted retro grade law inconsistent fundamental right declared void
ARG,learned counsel urged necessary contend inconsistent law became void ab initio past closed transaction reopened contended january 26 1950 constitution came force inconsistent law became void looked purpose far le utilised purpose framing charge punishing free citizen
ARG,void law cannot utilised long er pending prosecution according learned counsel fall ground
ARG,permit pending proceeding law commencement constitu tion become void proceed consti tution taken effect prolong efficacy law notwithstanding become void date constitution came force spirit constitution
STATUTE,article 372 2 give power president adapt modify existing law way repeal amendment
STATUTE,nothing prevent president exercise power conferred article repealing say whole part indian press emergency power act 1931
STATUTE,president repeal attract section 6 general clause act
STATUTE,situation prosecution 233 indian press emergency power act 1931 pending date repeal president saved proceeded notwithstanding repeal act unless express provision otherwise repealing act
STATUTE,article 13 1 concerned pur pose application term law force territory india immediately commencement constitution far inconsistent part extent inconsistency void
STATUTE,noticed clause declares existing law far inconsistent part ii1 extent inconsistency void
STATUTE,article 13 1 provides existing law clash exercise fundamental right first time created constitution extent void
RLC,high court article 13 1 analogous repeal statute section 6 general clause act application construction coming force constitution 1 180 er 1403 248 way affect continuance proceeding commenced appellant law force time publication pamphlet
NAME,fatma haji mohammad hajiand others v state bombay 5 february 1951
CITATION,equivalent citation 1951 all india reporter 180 1951 supreme court reporter 266
COUNSEL,hd banaji vr desai appellant
COUNSEL,1100 setalvad attorney general india gn joshi respondent
JUDGE,judgment court deliv ered mahajan j
STATUTE,section 48 code term 48
STATUTE,1 land revenue leviable land act assessed deemed assessed reference use land a purpose agriculture b purpose building c purpose agriculture building
STATUTE,2 land assessed use purpose used purpose assessment fixed provi sion act upon land notwithstanding term assessment fixed expired liable altered fixed differ ent rate authority subject rule provincial government prescribe behalf 269 act came force government drafted rule section 214 promulgation
RLC,trial judge negatived technical objection raised defendant merit collector s action refusing levy nonagricultural assessment land wrongful
RLC,high court assumed confirmation action collector government amounted direction government contrary respect land
NAME,rai brij raj krishna another v sk shaw brother 2 february 1951
CITATION,equivalent citation 1951 all india reporter 115 1951 supreme court reporter 145
COUNSEL,baldev sahay tk prasad appel lant
COUNSEL,nc chatterjee hj umrigar withhim respond ent 1951
JUDGE,judgment court deliv ered fazl j
RLC,high court delivered somewhat elaborate judg ment seems u point aris ing appeal simple
RLC,think civil court jurisdic tion challenge validity
RLC,high court however accept view referring section 111 transfer 149 property act proceeded propound view word regard circumstance act consideration enacted object stated preamble prevent unreasonable eviction tenant building seem expres sion non payment rent section 11 context used given interpretation effect enlarging protection determi nation tenancy enjoyed tenant ordinary law
STATUTE,section 11 begin word notwithstand ing anything contained agreement law con trary hence attempt import relating law transfer property inter pretation section seem place
STATUTE,section 11 self contained section wholly unnecessary go outside act determining whether tenant liable evicted condi tions evicted
STATUTE,sub section 8 b section 11 provides controller satisfied claim landlord bona fide make directing tenant put landlord possession building satisfied make rejecting application
STATUTE,section 16 empowers controller make enquiry inspection summon enforce attendance witness compel production document manner provided code civil procedure
STATUTE,section 18 pro vides person aggrieved passed controller within 15 day receipt prefer appeal commissioner divi sion prescribes procedure hearing appeal
STATUTE,sub section 3 151 section state decision commission er subject decision con troller final liable ques tioned court law whether suit pro ceeding way appeal revision
NAME,mair company v gordhandass sagarmull 30 november 1950
CITATION,equivalent citation 1951 all india reporter 9 1950 supreme court reporter 792
COUNSEL,nc chatterjee b sen appellant
COUNSEL,grover respondent
JUDGE,judgment fazl ali patanja 51 sastri jj delivered fazl ali j
NAME,state punjab jajjit singhv state pun 23 february 1951
CITATION,equivalent citation 1952 all india reporter 350 1952 supreme court reporter 756
COUNSEL,bk khanna advocate general punjab respondent petition
COUNSEL,1100 setalvad attorney general india union india intervener petition number 149
JUDGE,judgment court delivered chandrasekhara aiyar j
STATUTE,see arti cle 22 clause 4 sub clause a constitution
STATUTE,sub clause 7 a article parliament law prescrib circumstance class class case a person detained period longer three month law provid ing preventive detention without obtaining opinion advisory board accordance sub clause a clause 4
STATUTE,detention three month justified either ground opinion advisory board sanctioning warrant ing longer detention ground detention secure due maintenance public cannot exceed year event stated
STATUTE,sec tion 12
STATUTE,section 7 require
NAME,santosh kumar jain v stateunion india interveneron 5 march 1951
CITATION,equivalent citation 1951 all india reporter 201 1951 supreme court reporter 303
COUNSEL,nc chatterjee rameshwar nath appellant
COUNSEL,sk mitra k dayal respondent
JUDGE,judgment court delivered patanjali sastri j
ARG,appellant s main defence proper con struction section 3 essential supply temporary power act 1946 hereinafter referred act competent government pas 5th december 1947 consequently illegal void obstruction execution constitute offence section 186 indian penal code
RLC,contention rejected appellant convicted sentenced simple imprisonment term three week
RLC,appeal session judge patna confirmed conviction sentence agreeing finding trial court revision petition preferred appel lant rejected high court 307 however granted certificate article 134 1 c constitution fit appeal court involved point sufficient public importance interpretation section 3 act
STATUTE,section 3 far material run follows 3
STATUTE,1 central government far appears necessary expedient maintaining increas ing supply essential commodity securing equitable distribution availability fair price notified provide regulating prohibiting production supply distribution thereof trade commerce therein
STATUTE,2 without prejudice generality power conferred sub section 1 thereunder provide j incidental supplementary matter cluding particular entering search premise vehicle vessel aircraft seizure person authorised make search article respect person reason believe contravention commit ted grant issue licence permit docu ments charging fee therefor
ARG,contended sub section 1 nature rule regulation general application like sugar sugar product control 1947 issued central government 4th august 1947 sub section confers central government power provide regulating prohibiting production supply distribution etc essential commodity authorise making ad hoc special order respect particular person thing
ARG,hand counsel respondent main tained offence section necessary act obstructed duly authorised otherwise lawful done sought done public servant honestly good faith believing part public function reliance placed support view decision madras high court queen empress v poomalai udayan 3 public prosecutor v madava bhonjo santos 4 peer masthan rowther v emperor 5
STATUTE,section 2 1 defence india act 1939 amended section 2 defence india amendment act 1940 empowered central government make rule securing defence british india public safe ty maintenance public etc sub section 2 enacted without prejudice generality power conferred sub section 1 rule provide following matter
NAME,sree sree iswar gopal jieu thakur v pratapmal bagaria others 14 march 1951
CITATION,equivalent citation 1951 all india reporter 214 1951 supreme court reporter 322
COUNSEL,panchanan ghose upendra chandra mullick appellant civil appeal number 95 respondent civil appeal number 96
COUNSEL,sp sinha nagendra nath bose respond ents no 1 3 civil appeal number 95 appellant no 1 3 civil appeal number 96
JUDGE,judgment court delivered fazl j
ARG,behalf deity entire amount compen sation money claimed deosaran singh ram lakshman singh alleged shebaits basis premise debutter property deity bagarias acquired interest therein either assignment usufructuary mortgage alleged purchase tenant s right property
ARG,respondent number 4 claimed compensation lessee 99 year basis lease alleged given original landlord
RLC,two appeal thereafter preferred high court two main contesting party ultimately ap peal dismissed high court upheld decision tribunal
RLC,far legal necessity concerned concurrent finding tribunal high court appellant appeal number 95 allowed counsel argue length urged u fact point issue fact mixed fact law especially decision high court turned upon construction lease inference drawn fact permanent nature tenancy remained unquestioned long period
NAME,5 ramaswami ayyangar others v tnv kailasa thevar 5 march 1951
CITATION,equivalent citation 1951 all india reporter 189
COUNSEL,rk kesava aiyangar tk sundararaman appellant
COUNSEL,section ramachandra aiyar respondent
JUDGE,1951 march 5 judgment court delivered mukherjea j
RLC,high court forwarded 295 application lower court enquiry matter return finding whether applicant agriculturist extent decretal due scaled
RLC,district judge making enquiry submitted finding applicant agriculturist debt scaled amount r 49 255 interest thereupon 6 per annum 1st october 1937 exclu sive cost
RLC,receipt finding appeal set final hearing judgment dated march 23 1942 learned judge high court accepted finding court defendant 2 7 entitled debt scaled application behalf defendant number 1 entitled relief act
RLC,decree drawn accordance judgment
RLC,amount due defendant 2 7 stated r 49 255 inter est thereon 6 per annum far defendant number 1 concerned decree trial judge affirmed subject slight modification regarding rate interest
RLC,defendant number 1 thereupon filed applica tion court district judge east tanjore claiming relief agriculturist relief act alleg ing agriculturist hence entitled benefit act
RLC,application dismissed february 25 1943 ground decree already passed high court definitely negativing claim relief agriculturist relief act application entertainable lower court
RLC,next step taken defendant number 1 file application high court praying setting aside exhibit parte decree excluded benefit act fourth 1938
RLC,application jected high court december 13 1943
RLC,payment accordance prelimi nary decree passed high court a final decree term passed 296 district judge september 25 1943 proceeding execution final decree started august 16 1944 ep2 1945 court district judge east tanjore
RLC,contention negatived district judge accepted high court appeal allowed application defendant number 1 directed court enter full satisfac tion mortgage decree
NAME,badri narain jha others v rameshwar dayal singh others 5 february 1951
CITATION,equivalent citation 1951 all india reporter 186 1951 supreme court reporter 153
COUNSEL,supreme court misra appellant
COUNSEL,nc chatterjee pb gangoli spondent
JUDGE,judgment court deliv ered mahajan j
ARG,plaintiff contested suit alleging bisheshwar s mokarrari interest merged lakhraj interest purchased pathaks year 1916 17 sale government s certificate whole eight anna interest village including lakhraj mokarrari passed plaintiff defendant first party claim rent extent six anna share mokarrari
RLC,plea disallowed defendant first party s claim rent decreed full
RLC,decree upheld appeal second appeal
RLC,title however left open
ARG,plaint alleged private partition mokarraridars virtue land village darha divided three set mokarraridars set 157 separate possession separate defined share
ARG,pleaded another parti tion proprietor lakhrai interest bisheshwar dayal singh hand deolal pathak neman pathak surajnath pathak virtue land mokarrari patty parmeshwar dayal singh others hiranand jha durganand jha fell patti deolal pathak others land mokarrari patti defendant second party fell proprietary lakhraj patti result partition mokarrari interest defendant second party merged lakhraj interest certificate sale whole interest passed plaintiff
RLC,trial judge partition alleged plaintiff paragraph 5 8 plaint proved mokarrari interest bisheshwar dayal singh merged lakhraj interest certif icate sale purchaser acquired complete interest lakhraj mokarrari along eight anna lakhraj interest pathaks defendant first party mokarraridars six anna interest village extent entitled decree rent suit claim decree rent extent fourteen anna share
RLC,high court appeal none partition alleged plaintiff proved mokarrari interest eight anna merge lakhrai interest sixteen anna jointly bisheshwar dayal singh pathaks
NAME,chandrasingh manibhai others v surjit lal ladhamal chhabdaand others 23 february 1951
CITATION,appeal civil appeal number 57 1950 judgment decree high court judicature bombay dated 1st april 1948 appeal number 365 1947 reversing judgment joint civil judge ahmedabad dated 14th october 1947 suit number 174 1945
COUNSEL,ck daphtary sri narain andley respondent
COUNSEL,february 23
JUDGE,judgment court deliv ered mahajan j
RLC,high court affirmed finding trial court first point agreement respondent proved gave three month previous notice writing appellant renewal lease required clause 4 2 lease
RLC,reversed finding trial judge point respondent committed breach term contained clause 2 20 lease
ARG,contended high court appeal nature rehearing 223 decided accordance act 57 1947 came force 13th february 1948 accordance act force time decree passed trial court
ARG,word contention change law date decree passed trial judge appeal heard right party determined accordance law stood date hearing appeal
RLC,high court gave effect contention set aside decree ejectment respondent
ARG,learned counsel appellant challenged deci sion high court u three ground 1 assuming appeal decided high court accordance act 57 1947 act application pending ap peal excluded ambit 9 act 57 1947 amended bombay act third 1949 appeal pending court decided accordance amended act excluded pending appeal purview act 57 1947 3 high court wrongly reversed trial court s finding respondent committed breach term contained clause 2 20 lease
ARG,learned counsel respondent besides controverting contention raised behalf appellant contended court erred holding respondent proved exer cised option renewal lease according stipulation contained therein
