label,sentence
NAME,"COMMISSIONER OF INCOME-TAX,WEST BENGAL vs Calcutta Agency Ltd on 21 December, 1950"
CITATION,"Equivalent citations: 1951 AIR 108, 1950 SCR 1008"
COUNSEL,"M.C. Setalvad, Attorney General for India (G. N. Joshi, with him) for the appellant."
COUNSEL,"section Mitra (B. Banerjee, with him) for the respondents."
JUDGE,The Judgment of the Court was deliv ered by KANIA C.J.
STATUTE,The assessee company claimed this before the Income tax Appellate Tribunal as a deduction permitted under section 10 (2) (xv) of the Indian Income tax Act.
STATUTE,"The relevant part of that section runs as follows : ""10."
STATUTE,"(1) ""The tax shall be payable by an assessee under the head 'Profits and gains of business, profession or vocation ' in respect of the profits or gains of any busi ness, profession or vocation carried on by him ' (2) Such profits or gains shall be computed after making the following allowances, namely : (xv) any expenditure (not being in the nature of capital expenditure or personal expenses of the assessee) laid out or expended wholly and exclusively for the purpose of such business, profession or vocation."
STATUTE,"In the statement of the case submitted by the Tribunal after reciting the fact of the incorporation of the company and the terms of the compromise mentioned above, the argu ments urged on behalf of the assessee company have been recapitulated."
RLC,The Tribunal rejected that argument.
RLC,"On the reference, the High Court also reject ed the same and it was not presented before us."
ARG,"The next argument of the respondents was that in respect of Rs. 22,500 it was entitled to exemption under section 10(2) (xv) of the Income tax Act on the ground that the payment was an expenditure which was not in the nature of a capital expend iture or personal expenses of the applicant company but was an expenditure laid out wholly and exclusively for the purpose of its business."
RLC,That contention was rejected by the Tribunal.
RLC,This statement of the case prepared by the Incometax Tribunal and submitted to the High Court for its opinion was perused by the parties and they had no suggestions to make in respect of the same.
RLC,The statement of the case was thus settled with the knowledge and approval of the parties.
RLC,"When the matter came before the High Court, Mr. Mitra, who argued the case for the present respondents, as shown by the judgment of the High Court, urged as follows: "" If the applicant company had not agreed to pay the amount mentioned ; 1014 in the aforesaid agreement, then the Basanti Cotton Mills Ltd. would have sued the company for the realisation of the amounts due on the hundis and it seems that there would have been no defence to the action."
NAME,"Seth Premchand Satramdas vs The State Of Bihar on 30 November, 1950"
CITATION,"Equivalent citations: 1951 AIR 14, 1950 SCR 799"
COUNSEL,"H.P. Sinha (S.C. Sinha, with him) for the appellant."
COUNSEL,"S.K. Mitra (section L. Chibber, with him) for the respondent."
JUDGE,The judgment of the Court was deliv ered by FAzL ALl J.
STATUTE,"The Bihar Sales Tax Act was passed in 1944, and section 4 of the Act provides that ""every dealer whose gross turn over during the year immediately preceding the commencement of the Act exceeded Rs. 5,000 shall be liable to pay tax under the Act on sales effected after the date so notified."
STATUTE,"Section 7 of the Act provides that ""no dealer shall, while being liable under section 4 to pay tax under the Act, carry on business as a dealer unless he has been registered under the Act and possesses a registration certificate""."
STATUTE,"Section 10 (5), under which the notice purported to have been issued, runs thus: ""If upon information which has come into his posses sion, the Commissioner is satisfied that any dealer has been liable to pay tax under this Act in respect of any period and has nevertheless wilfully failed to apply for registra tion, the Commissioner shall, alter giving the dealer a reasonable opportunity of being heard, assess, to the best of his judgment, the amount of tax, if any, due from the dealer in respect of such 801 period and all subsequent periods and the Commissioner may direct that the dealer shall pay, 'by way of, penalty, in addition to the amount so assessed, a sum not exceeding one and a half times that amount."
STATUTE,""" Section 21 of the Act provides that if the Board of Revenue refuses to make a reference to the High Court, the applicant may apply to the High Court against such refusal, and the High Court, if it is not satisfied that such refusal was justified, may require the Board of Revenue to state a case and refer it to the High Court."
STATUTE,"The section also provides that ""the High Court upon the hearing of any such case shall decide the question of law raised thereby, and shall deliver its judgment thereon containing the grounds on which such decision is founded, and shall send to the Board of Revenue a copy of such judg ment under the seal of the Court . . and the Board shall dispose of the case accordingly."
STATUTE,""" In accordance with this section, the appellant made an application to the High Court praying that the Board of Revenue may be called upon to state a case and refer 802 it to the High Court."
RLC,"Dealing with this application, the High Court pointed out that the Member of the Board had not been asked to review his predecessor 's order but only to state a case, and gave the following directions : ""The ease must, therefore, go back to the Board of Revenue for a case to be stated or for a proper ,order rejecting the application to be passed."" The Board then reheard the matter and rejected the application of the appellant and refused to state a case and refer it to the High Court."
RLC,"The appellant thereafter made an application to the High Court for requiring the Board of Revenue to state a case, but this application was summarily rejected."
RLC,"He then applied to the High Court for leave to appeal to the Federal Court, which the High Court granted, following the decision of a Full Bench of the Lahore High Court in Feroze Shah Kaka Khd vs Income tax Commissioner, punjab and N.W.F.P., Lahore The High Court pointed out in the order granting leave that in the appeal that was taken to the Privy Council in the Lahore case, an objection had been raised as to the competency of the appeal, but the Privy Council, while dismissing the appeal on the merits, had made the following observation: "" The objection is a serious one."
RLC,And this present appeal was held by the Full Court to be so justified.
RLC,"Before the Board the question was not fully argued, and their Lordships accordingly refrain from expressing any opinion whatever upon it"" (2)."
RLC,The High Court in granting leave to the appellant seems to have been influenced mainly by the fact that the view of the Lahore High Court had not been held by the Privy Council to be wrong.
STATUTE,All that the High Court is required to do under section 21 of the Bihar Sales Tax Act is to decide the question of law raised and send a copy of its judgment to the Board of Revenue.
NAME,"Ram Gopal vs Nand Lal And Others on 14 November, 1950"
CITATION,"Equivalent citations: 1951 AIR 139, 1950 SCR 766"
COUNSEL,"P.L. Banerjee (B. Banerjee, with him), for the appel lant."
COUNSEL,"768 S.P. Sinha (N.C. Sen, with him), for the respondents."
RLC,The trial Judge decided both these points in favour of the contesting defendant and dismissed the plain tiff 's suit.
RLC,"On appeal to the High Court, the judgment of the Civil Judge was set aside and the plaintiff 's suit was decreed."
ARG,"The first point raised by Mr. Banerjee turns upon the construction to be placed upon the document executed by Babu Ram on his own behalf as well as on behalf of Nand Lal then an infant, by which the properties in dispute were trans ferred to Mst."
STATUTE,"This is the general principle of law which is recognised and embodied in section 8 of the Transfer of Property Act and unless it is shown that under Hindu Law a gift to a female means a limited gift or carries with it the restrictions or disabilities similar to those that exist in a 'widow 's estate ', there is no justification for departing from this principle."
RLC,The High Court in reaching its decision adverse to the appellant laid great stress on the fact that the grant was expressed to be for maintenance and residence of Mst.
NAME,"Ramjilal vs Income-Tax Officer, Mohindargarh. on 12 January, 1951"
CITATION,"Equivalent citations: 1951 AIR 97, 1951 SCR 127"
COUNSEL,"Dr. Tek Chand (Hardayal Hardy and Jindra Lal, with him) for the petitioner."
COUNSEL,"M.C. Setalvad, Attorney."
COUNSEL,"General for India, (section M. Sikri, with him) for the respondent."
STATUTE,By article III (6) of the covenant the then Ruler of Patiala became the first President or Raj Pramukh of the Council of Rulers and he is to hold the office during his lifetime.
STATUTE,"Article VI of the covenant is as follows : ""(1) The Ruler of each Covenanting State shall, as soon as may be practicable, and in any event not later than the 20th of August, 1948, make over the administration of his State to the Raj Pramukh, and thereupon, (a) all rights, authority and jurisdiction belonging to the Ruler which appertain, or are incidental to the Govern ment of the Covenanting State shall vest in 130 the Union and shall thereafter be exercisable only as pro vided by this Covenant or by the Constitution to be framed thereunder; (b) all duties and obligations of the Ruler pertaining or incidental to the Government of the Covenanting State shall devolve on the Union and shall be discharged by it; (c) all the assets and liabilities of the Covenanting State shall be the assets and liabilities of the Union, and (d) the military forces, if any, of the Covenanting State shall become the military forces of the Union."
STATUTE,""" Article X provides for the formation of a Constituent Assembly to frame a constitution of a unitary type for the Union within the framework of the Covenant and the Constitu tion of India."
STATUTE,"The proviso to clause (2) of that Article runs as follows : ""Provided that until a Constitution framed by the Con stituent Assembly comes into operation after receiving the assent of the Raj Pramukh, the Raj Pramukh shall have power to make and promulgate Ordinances for the peace and good government of the Union or any part thereof, and any Ordi nance so made shall, for the space of not more than six months from its promulgation have the like force of law as an Act passed by the Constituent Assembly;but any such Ordinance may be controlled or superseded by any such Act."
STATUTE,""" Section 6 provides for the adaptation of the laws etc."
STATUTE,"enforced under section 3 and, amongst other things, any reference in these laws etc."
STATUTE,"Section 3 (1) runs as follows: ""3."
STATUTE,"(1) As from the appointed day, all laws and rules, regulations, bye laws and notifications made thereunder, and all other provisions having the force of law, in Patiala State on the said day shall apply mutatis mutandis to the territories of the Union and all laws in force in the other Covenanting States immediately before that day shall cease to have effect; Provided that all suits, appeals, revisions applica tions, reviews, executions and other proceedings, or any of them, whether Civil or Criminal or Revenue, pending in the Courts and before authorities of any Covenanting States shall, notwithstanding anything contained in this Ordinance, be disposed of in accordance with the laws governing such proceedings in force in any such Covenanting State immedi ately before the appointed day."
STATUTE,""" By section 2 (a) the ""appointed day"" was defined as meaning the 5th day of Bhadon, 2005, corresponding to August 20, 1948."
STATUTE,There was a section providing for adaptation similar to section 6 of the Ordinance 1 of 2005.
STATUTE,"Section 5 of that Ordinance introduced several amend ments to the Patiala Income Tax Act, 2001."
STATUTE,"It recast 133 sections 3 and 34 of that Act and introduced a new section as section 23B. Section 6 of that Ordinance runs thus: ""6."
STATUTE,"Article 31(1) runs as follows: ""(1) No person shall be deprived of his property save by authority of law."
STATUTE,""" It will be noticed that clause (1) reproduces subsection (1) of section 299 of the Government of India Act, 1935, without the words ""in British India."
STATUTE,""" Reference has 'next to be made to article 265 which is in Part XII, Chapter I, dealing with ""Finance."" That article provides that no tax shall be levied or collected except by authority of law."
STATUTE,"There 'was no similar provision in the corresponding chapter of the Government of India Act, 1935."
STATUTE,"If collection of taxes amounts to deprivation of property within the meaning of article 31(1), then there was no point in making a sepa rate provision again as has been made in article 265."
STATUTE,"It, therefore, follows that clause (1) of article 31 must be regarded as concerned with deprivation of property otherwise than by the imposition or collection of tax, for otherwise article 265 becomes wholly redundant."
STATUTE,"Article 265, 137 not being in Chapter IIi of the Constitution, its protection is not a fundamental right which can be enforced by an application to this court under article 32."
STATUTE,It is not our purpose to say that the right secured by article 265 may not be enforced.
NAME,"Tarapada De And Others vs The State Of West Bengal on 25 January, 1951"
CITATION,"Equivalent citations: 1951 AIR 174, 1951 SCR 212"
COUNSEL,"A.C. Gupta and Sudhansu Sekhar Mukherjee (Arun Kumar Dutta and S.N. Mukherjee, with them) for the appellants."
COUNSEL,"M.C. Setalvad, Attorney General, (B. Sen, with him) for the respondent."
JUDGE,"The Judgment of Kania C.J., Fazl Ali, Mukherjea and Chandrasekhara Aiyar JJ., was delivered by Kania C.J. Patanjali Sastri and Das JJ."
RLC,"In the High Court, it was first contended on behalf of the appellants that the communication of the grounds dated the 14th March was not a compliance with article 22 (5)of the Constitution of India, as those grounds were not commu nicated ""as soon as may be."
RLC,""" The High Court rejected this contention."
RLC,"The validity of that Act was being challenged in the High Court and the judgment was expected to be delivered towards the end of February, 1950."
RLC,We are unable to treat them as new grounds and we agree with the High Court in its conclusion that these are not fresh or new grounds.
RLC,In the present case the High Court has considered that there has been no infringement of this procedural law and we see no reason to come to a different conclusion.
ARG,"It was next argued that the grounds being vague, they could not be considered as grounds at all and therefore they could not be sufficient ""to satisfy"" the authorities."
RLC,"The High Court has considered the case of each appellant in respect of the communication dated the 14th of March, 1950, sent to him."
NAME,"Ramnandan Prasad Narayan Singh vs Mahanth Kapildeo Ram Jee on 12 January, 1951"
CITATION,"Equivalent citations: 1951 AIR 155, 1951 SCR 138"
COUNSEL,Shambhu Barmeswar Prasad and Ramanugrah Prasad for the appellants.
COUNSEL,H.J. Umrigar for the respondents.
JUDGE,The Judgment of the Court was delivered by CHANDRASEKHARA AIYAR J.
RLC,The Subordinate Judge held that this plea of the judgment debtors could not be entertained in the Miscellaneous case before him relating to the execution and all that could be done was to notify the mortgage encumbrance without deciding anything as to the correctness of the amount claimed to be due under it; and this conclusion was partly based on the fact that section 16 of the Act had been declared by the High Court void.
RLC,Ap peals taken to the High Court were dismissed.
STATUTE,"The judgment debtors thereupon preferred an appeal to the Feder al Court, contending that sections 7 and 13 of the new Act (corresponding to sections 7 and 11 of the old Act)were applicable and that it was the duty of the court to estimate the value of the property after making the necessary calcu lations under section 7 with reference to the lien."
RLC,"The Subordinate Judge held that the amount of the loan should be taken as the amount mentioned in the mortgage deed of 1931 and not the amount advanced in 1893 and that a sum of Rs. 70,840 was still due on the bond."
RLC,"He determined the market value of the several properties given as security, adopting 16 times the net income as the basis."
RLC,Appeals to the High Court were numbered as M.A. 108 to 111 of 1943 and they were heard by Manohar Lall and Imam JJ.
RLC,They modified the order of the lower Court in certain re spects.
STATUTE,The correct interpretation of section 7 was not in question between the parties.
STATUTE,To say that the appellants were entitled to take advantage of the provisions of section 7 is entirely different from the contention that the inter pretation sought to be put by them on section 7 was the right one.
RLC,But the Patna High Court has been consistently placing upon the section an interpretation which is opposed to the contention of the appellant in these proceedings.
RLC,Appeals dismissed.
RLC,The High Court in reaching its decision adverse to the appellant laid great stress on the fact that the grant was expressed to be for maintenance and residence of Mst.
NAME,"Brij Bhushan And Another vs The State Of Delhi , 1950 SCR 605"
CITATION,XXIX of 1950.
COUNSEL,"N.C. Chatterjee (B. Banerji, with him) for the petition er."
COUNSEL,May 26.
JUDGE,"was delivered by Patanjali Sastri J. Fazl Ali J. delivered a separate dissenting judgment, 607 PATANJALI SASTRI J. "
ARG,""" The only point argued before us relates to the consti tutional validity of section 7 (1) (c) of the impugned Act which, as appears from its preamble, was passed ""to provide special measures to ensure public safety 608 and maintenance of public order. "
STATUTE,""" Section 7 (1) (c) under which the aforesaid order purports to have been made reads (so far as material here) as follows : ""The Provincial Government or any authority authorised by it in this behalf if satisfied that such action is neces sary for the purpose of preventing or combating any activity prejudicial to the public safety or the maintenance of public order may, by order in writing addressed to a print er, publisher or editor require that any matter relating to a particular subject or class of subjects shall before publication be submitted for scrutiny."""
ARG,The petitioners claim that this provision infringes the fundamental right to the freedom of speech and expression conferred upon them by article 19 (1) (a) of the Constitu tion inasmuch as it authorises the imposition of a restric tion on the publication of the journal which is not justi fied under clause (2) of that article. 
ARG,There can be little doubt that the imposition of precensorship on a journal is a restriction on the liberty of the press which is an essential part of the right to freedom of speech and expression declared by article 19 (1)(a). 
ARG,"As pointed out by Blackstone in his Commentaries ""the liberty of the press consists in laying no previous restraint upon publications, and not in freedom from censure for criminal matter when published. "
ARG,"Every freeman has an undoubted right to lay what sentiments he pleases before the public; to forbid this, is to destroy the freedom of the press(1)."
ARG,"It is contended on behalf of the petitioners that notwithstanding these recitals the order complained against is liable to be quashed, because it amounts to an infringement of the right of freedom of speech and expression guaranteed by article 19 (1) (a) of the Constitution. "
STATUTE,"Articles 19 (1) (a) and (2), which are to be read together, run as follows : 19, (1) All citizens shall have the right (a) to freedom of speech and expression; * * * * (2) Nothing in sub clause (a) of clause (1) shall affect the operation of any existing law in so far as it relates to, or prevent the State from making any law relating to, libel, slander, defamation, contempt of Court or any matter which offends against decency or morality or which undermines the security of, or tends to overthrow, the State. "
STATUTE,"The East Punjab Public Safety Act, 1949, of which sec tion 7 is a part, was passed by the Provincial Legislature in exercise of the power conferred upon it by section 100 of the Government of India Act, 1935, is 611 read with Entry 1 of List II of the Seventh Schedule to that Act, which includes among other matters ""public order.""  "
STATUTE,"It was not disputed that under the Government of India Act, 1935 (under, which the impugned Act was passed) it was the responsibility of each Province to deal with all internal disorders whatever their magnitude may be and to preserve public tranquillity and order within the Province. "
ARG,"The line of argument advanced on behalf of the petitioners is that since the Act has been passed in exercise of the power granted by the expression ""public order,"" used in the Government of India Act, which is a general term of wide import, and since it purports to provide for the maintenance of public order, its provisions are intended or are liable to be used for all cases of breaches of public order, be they small or insignificant breaches or those of a grave or serious nature. "
ARG,"It was argued that ""public safety"" and ""maintenance of public order"" are used in the Act disjunctively and they are separated by the word ""or"" and not ""and,"" and therefore we cannot rule out the possibility of the Act providing for ordinary as well as serious cases of disturbance of public order and tranquillity."
STATUTE,"It is needless to add that the word ""State"" has been defined in article 12 of the Constitution to include ""the Government and Parlia ment of India and the Government and Legislature of each of the States and all local or other authorities within the territory of India or under the control of the Government of India. "
NAME,"Keshavan Madhava Menon vs The State Of Bombay on 22 January, 1951"
CITATION,"Equivalent citations: 1951 AIR 128, 1951 SCR 228"
COUNSEL,"A.S.R. Chari, for the appellant."
COUNSEL,"M.C. Setalvad, Attorney General for India (G. N. Joshi, with him) for the respondent."
JUDGE,"The judgment of Kania C.J., Patanjali Sastri J. Das J. and Chandrasekhara Aiyar J. was delivered by Das J. Mahajan J. and Fazl Ali J. delivered separate judgments."
RLC,"The High Court took the view that the word ""void"" was used in article 13 (1) in the sense of ""repealed"" and that consequently it attracted section 6 of the General Clauses Act, which Act by article 367 was made applicable for the interpretation of the Constitution."
RLC,"The High Court, therefore, reached the conclusion that proceedings under the Indian Press (Emergency Powers) Act, 1931, which were pending at the date of the commence ment of the Constitution were not affected, even if the Act were inconsistent with the fundamental rights conferred by article 19 (1)(a)and as such became void under article 13 (1) of the Constitution after January 26, 1950."
RLC,The High Court accordingly answered the second question in the af firmative and dismissed the petitioner 's application.
ARG,"Learned counsel appearing in support of this appeal urged that the Indian Press (Emergency Powers) Act, 1931, was one of the many repressive laws enacted by an alien Government with a view to stifle the liberty of the Indian subjects and particularly of the Indian Press; that, with the advent of independence the people of India began to breathe freely and by the Constitution which they gave unto themselves they took care to guarantee to themselves the fundamental rights of free citizens of a democratic republic and that article 13 (1) of that Constitution brushed aside all vestiges of subordination which the tyranny of the alien rulers had imposed upon them and declared all 232 laws inconsistent with the fundamental rights to be void as if they had never been passed and had never existed."
ARG,"It was, therefore, against the spirit of the Constitution, argued the learned counsel, that a free citizen of India should still continue to be persecuted under such a retro grade law which, being inconsistent with the fundamental rights, must be declared to be void."
